Key	Surface	Type	Identity	Classification	OwnerIncrement	HelpDestination	Status
xaml.ai-assistant.button.applycollectionstatus-click	AI Assistant	Button	ApplyCollectionStatus_Click	action	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.button.bindexactaicoverageidentity	AI Assistant	Button	BindExactAiCoverageIdentity	action	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.button.cancelopenairequest	AI Assistant	Button	CancelOpenAiRequest	action	v52.2	ai.controls-fields	covered
xaml.ai-assistant.button.clearcollectioncoverage-click	AI Assistant	Button	ClearCollectionCoverage_Click	action	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.button.copyopenaioperationalevidence	AI Assistant	Button	CopyOpenAiOperationalEvidence	action	v52.3.2	ai.controls-fields	covered
xaml.ai-assistant.button.deleteaimaterialcollection-click	AI Assistant	Button	DeleteAiMaterialCollection_Click	action	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.button.deleteaisession-click	AI Assistant	Button	DeleteAiSession_Click	action	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.button.generateaicomparisons-click	AI Assistant	Button	GenerateAiComparisons_Click	action	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.button.generateaifromtemplate-click	AI Assistant	Button	GenerateAiFromTemplate_Click	action	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.button.generateaifullbrief	AI Assistant	Button	GenerateAiFullBrief	action	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.button.generateaihiddengems-click	AI Assistant	Button	GenerateAiHiddenGems_Click	action	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.button.generateaiideas-click	AI Assistant	Button	GenerateAiIdeas_Click	action	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.button.generateairecommendedcomparisons-click	AI Assistant	Button	GenerateAiRecommendedComparisons_Click	action	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.button.generateairecommendednextvideo-click	AI Assistant	Button	GenerateAiRecommendedNextVideo_Click	action	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.button.generatecollectiondashboard-click	AI Assistant	Button	GenerateCollectionDashboard_Click	action	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.button.generatevideopipelinedashboard-click	AI Assistant	Button	GenerateVideoPipelineDashboard_Click	action	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.button.generatewithopenai	AI Assistant	Button	GenerateWithOpenAi	action	v52.2	ai.controls-fields	covered
xaml.ai-assistant.button.loadaimaterialcollectionbrief-click	AI Assistant	Button	LoadAiMaterialCollectionBrief_Click	action	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.button.loadaisession-click	AI Assistant	Button	LoadAiSession_Click	action	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.button.markcollectionpublished-click	AI Assistant	Button	MarkCollectionPublished_Click	action	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.button.previewaimaterialcollection	AI Assistant	Button	PreviewAiMaterialCollection	action	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.button.previewopenaipayload	AI Assistant	Button	PreviewOpenAiPayload	action	v52.2	ai.controls-fields	covered
xaml.ai-assistant.button.refreshaiassistantscope	AI Assistant	Button	RefreshAiAssistantScope	action	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.button.refreshaisessions-click	AI Assistant	Button	RefreshAiSessions_Click	action	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.button.saveaimaterialcollection	AI Assistant	Button	SaveAiMaterialCollection	action	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.button.saveaisession	AI Assistant	Button	SaveAiSession	action	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.combobox.aimaterialcollectionscombo	AI Assistant	ComboBox	AiMaterialCollectionsCombo	choice	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.combobox.aimaterialcollectionscopecombo	AI Assistant	ComboBox	AiMaterialCollectionScopeCombo	choice	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.combobox.aimaterialstatuscombo	AI Assistant	ComboBox	AiMaterialStatusCombo	choice	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.combobox.aiprompttemplatecombo	AI Assistant	ComboBox	AiPromptTemplateCombo	choice	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.combobox.aisavedsessionscombo	AI Assistant	ComboBox	AiSavedSessionsCombo	choice	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.textbox.aiassistantoutput	AI Assistant	TextBox	AiAssistantOutput	read-only	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.textbox.aimaterialcollectiontitlebox	AI Assistant	TextBox	AiMaterialCollectionTitleBox	input-candidate	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.textbox.aiprompteditorbox	AI Assistant	TextBox	AiPromptEditorBox	input-candidate	v50.4.3	ai.controls-fields	covered
xaml.ai-assistant.textbox.aisessiontitlebox	AI Assistant	TextBox	AiSessionTitleBox	input-candidate	v50.4.3	ai.controls-fields	covered
xaml.application-menu.menuitem.about-click	Application menu	MenuItem	About_Click	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.addnativematerial-click	Application menu	MenuItem	AddNativeMaterial_Click	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.archivenativematerial-click	Application menu	MenuItem	ArchiveNativeMaterial_Click	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.changelog-click	Application menu	MenuItem	Changelog_Click	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.checkforupdates	Application menu	MenuItem	CheckForUpdates	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.choosestoragefolder	Application menu	MenuItem	ChooseStorageFolder	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.clearnativematerialfilters-click	Application menu	MenuItem	ClearNativeMaterialFilters_Click	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.clearsearch-click	Application menu	MenuItem	ClearSearch_Click	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.deletenativematerial-click	Application menu	MenuItem	DeleteNativeMaterial_Click	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.duplicatenativematerial-click	Application menu	MenuItem	DuplicateNativeMaterial_Click	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.exit-click	Application menu	MenuItem	Exit_Click	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.exportengineeringwhitepaper-click	Application menu	MenuItem	ExportEngineeringWhitepaper_Click	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.filemenu	Application menu	MenuItem	FileMenu	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.helpmenu	Application menu	MenuItem	HelpMenu	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.materials	Application menu	MenuItem	_Materials	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.opencontexthelp	Application menu	MenuItem	OpenContextHelp	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.openhelp	Application menu	MenuItem	OpenHelp	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.openrecoverycenter	Application menu	MenuItem	OpenRecoveryCenter	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.openstoragefolder	Application menu	MenuItem	OpenStorageFolder	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.opensystemdiagnostics	Application menu	MenuItem	OpenSystemDiagnostics	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.openverificationcenter	Application menu	MenuItem	OpenVerificationCenter	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.openwebsiteexporttab	Application menu	MenuItem	OpenWebsiteExportTab	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.publishapplicationrelease	Application menu	MenuItem	PublishApplicationRelease	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.publishapplicationupdate	Application menu	MenuItem	PublishApplicationUpdate	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.publishpublicdemodownload	Application menu	MenuItem	PublishPublicDemoDownload	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.rebuildnativematerialdisplaynames-click	Application menu	MenuItem	RebuildNativeMaterialDisplayNames_Click	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.showmaterialsrenderingprototype-click	Application menu	MenuItem	ShowMaterialsRenderingPrototype_Click	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.toolsmenu	Application menu	MenuItem	ToolsMenu	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.unarchivenativematerial-click	Application menu	MenuItem	UnarchiveNativeMaterial_Click	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.updatereadiness	Application menu	MenuItem	UpdateReadiness	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.validatenativematerials-click	Application menu	MenuItem	ValidateNativeMaterials_Click	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-menu.menuitem.websitemenu	Application menu	MenuItem	WebsiteMenu	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-shell.button.automationcrudcreate	Application shell	Button	AutomationCrudCreate	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-shell.button.automationcruddelete	Application shell	Button	AutomationCrudDelete	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-shell.button.automationcrudedit	Application shell	Button	AutomationCrudEdit	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-shell.button.automationcrudverifyabsent	Application shell	Button	AutomationCrudVerifyAbsent	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-shell.button.automationlandedcostcalculate	Application shell	Button	AutomationLandedCostCalculate	action	v53.0.4.1	menu-runtime.controls-fields	covered
xaml.application-shell.button.automationlandedcostcleanup	Application shell	Button	AutomationLandedCostCleanup	action	v53.0.4.1	menu-runtime.controls-fields	covered
xaml.application-shell.button.automationlandedcostdownstream	Application shell	Button	AutomationLandedCostDownstream	action	v53.0.4.1	menu-runtime.controls-fields	covered
xaml.application-shell.button.automationlandedcostoverride	Application shell	Button	AutomationLandedCostOverride	action	v53.0.4.1	menu-runtime.controls-fields	covered
xaml.application-shell.button.automationlandedcostprepare	Application shell	Button	AutomationLandedCostPrepare	action	v53.0.4.1	menu-runtime.controls-fields	covered
xaml.application-shell.button.automationlandedcostverifyabsent	Application shell	Button	AutomationLandedCostVerifyAbsent	action	v53.0.4.1	menu-runtime.controls-fields	covered
xaml.application-shell.button.automationrecoverybackup	Application shell	Button	AutomationRecoveryBackup	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-shell.button.automationrecoveryexportexcel	Application shell	Button	AutomationRecoveryExportExcel	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-shell.button.automationrecoverymutate	Application shell	Button	AutomationRecoveryMutate	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.application-shell.button.automationrecoveryrestoreexcel	Application shell	Button	AutomationRecoveryRestoreExcel	action	v50.4.3	menu-runtime.controls-fields	covered
xaml.awards-winners.button.exportawardscsv-click	Awards & Winners	Button	ExportAwardsCsv_Click	action	v50.4.2	analysis.controls-fields	covered
xaml.awards-winners.button.refreshawards-click	Awards & Winners	Button	RefreshAwards_Click	action	v50.4.2	analysis.controls-fields	covered
xaml.awards-winners.button.resetawardsfilters-click	Awards & Winners	Button	ResetAwardsFilters_Click	action	v50.4.2	analysis.controls-fields	covered
xaml.awards-winners.combobox.awardsbasematerialfilter	Awards & Winners	ComboBox	AwardsBaseMaterialFilter	choice	v50.4.2	analysis.controls-fields	covered
xaml.awards-winners.combobox.awardsmanufacturerfilter	Awards & Winners	ComboBox	AwardsManufacturerFilter	choice	v50.4.2	analysis.controls-fields	covered
xaml.awards-winners.combobox.awardsreinforcementfilter	Awards & Winners	ComboBox	AwardsReinforcementFilter	choice	v50.4.2	analysis.controls-fields	covered
xaml.awards-winners.combobox.awardssetfilter	Awards & Winners	ComboBox	AwardsSetFilter	choice	v50.4.2	analysis.controls-fields	covered
xaml.awards-winners.datagrid.awardsgrid	Awards & Winners	DataGrid	AwardsGrid	read-only-grid	v50.4.2	analysis.controls-fields	covered
xaml.awards-winners.datagridtextcolumn.award	Awards & Winners	DataGridTextColumn	Award	editable-column-candidate	v50.4.2	analysis.controls-fields	covered
xaml.awards-winners.datagridtextcolumn.manufacturer	Awards & Winners	DataGridTextColumn	Manufacturer	editable-column-candidate	v50.4.2	analysis.controls-fields	covered
xaml.awards-winners.datagridtextcolumn.reinforcement	Awards & Winners	DataGridTextColumn	Reinforcement	editable-column-candidate	v50.4.2	analysis.controls-fields	covered
xaml.awards-winners.datagridtextcolumn.runner-up	Awards & Winners	DataGridTextColumn	Runner Up	editable-column-candidate	v50.4.2	analysis.controls-fields	covered
xaml.awards-winners.datagridtextcolumn.score	Awards & Winners	DataGridTextColumn	Score	editable-column-candidate	v50.4.2	analysis.controls-fields	covered
xaml.awards-winners.datagridtextcolumn.status	Awards & Winners	DataGridTextColumn	Status	editable-column-candidate	v50.4.2	analysis.controls-fields	covered
xaml.awards-winners.datagridtextcolumn.type	Awards & Winners	DataGridTextColumn	Type	editable-column-candidate	v50.4.2	analysis.controls-fields	covered
xaml.awards-winners.datagridtextcolumn.use-case	Awards & Winners	DataGridTextColumn	Use Case	editable-column-candidate	v50.4.2	analysis.controls-fields	covered
xaml.awards-winners.datagridtextcolumn.why	Awards & Winners	DataGridTextColumn	Why	editable-column-candidate	v50.4.2	analysis.controls-fields	covered
xaml.awards-winners.datagridtextcolumn.winner	Awards & Winners	DataGridTextColumn	Winner	editable-column-candidate	v50.4.2	analysis.controls-fields	covered
xaml.base-materials.button.addbasematerial	Base Materials	Button	AddBaseMaterial	action	v50.4.1	base-materials.controls-fields	covered
xaml.base-materials.button.bindexactbasematerialnames	Base Materials	Button	BindExactBaseMaterialNames	action	v50.4.1	base-materials.controls-fields	covered
xaml.base-materials.button.deletebasematerial	Base Materials	Button	DeleteBaseMaterial	action	v50.4.1	base-materials.controls-fields	covered
xaml.base-materials.button.duplicatebasematerial	Base Materials	Button	DuplicateBaseMaterial	action	v50.4.1	base-materials.controls-fields	covered
xaml.base-materials.button.resetbasematerialcolumnsbutton	Base Materials	Button	ResetBaseMaterialColumnsButton	action	v50.4.1	base-materials.controls-fields	covered
xaml.category-rankings.button.exportcategoryrankingscsv-click	Category Rankings	Button	ExportCategoryRankingsCsv_Click	action	v50.4.2	analysis.controls-fields	covered
xaml.category-rankings.button.refreshcategoryrankings-click	Category Rankings	Button	RefreshCategoryRankings_Click	action	v50.4.2	analysis.controls-fields	covered
xaml.category-rankings.button.resetcategoryrankingfilters-click	Category Rankings	Button	ResetCategoryRankingFilters_Click	action	v50.4.2	analysis.controls-fields	covered
xaml.category-rankings.combobox.categoryrankingbasematerialfilter	Category Rankings	ComboBox	CategoryRankingBaseMaterialFilter	choice	v50.4.2	analysis.controls-fields	covered
xaml.category-rankings.combobox.categoryrankinggroupfilter	Category Rankings	ComboBox	CategoryRankingGroupFilter	choice	v50.4.2	analysis.controls-fields	covered
xaml.category-rankings.combobox.categoryrankinglimitfilter	Category Rankings	ComboBox	CategoryRankingLimitFilter	choice	v50.4.2	analysis.controls-fields	covered
xaml.category-rankings.combobox.categoryrankingmanufacturerfilter	Category Rankings	ComboBox	CategoryRankingManufacturerFilter	choice	v50.4.2	analysis.controls-fields	covered
xaml.category-rankings.combobox.categoryrankingmetricfilter	Category Rankings	ComboBox	CategoryRankingMetricFilter	choice	v50.4.2	analysis.controls-fields	covered
xaml.category-rankings.combobox.categoryrankingreinforcementfilter	Category Rankings	ComboBox	CategoryRankingReinforcementFilter	choice	v50.4.2	analysis.controls-fields	covered
xaml.category-rankings.datagrid.categoryrankingsgrid	Category Rankings	DataGrid	CategoryRankingsGrid	read-only-grid	v50.4.2	analysis.controls-fields	covered
xaml.category-rankings.datagridtextcolumn.anonymous	Category Rankings	DataGridTextColumn	#	editable-column-candidate	v50.4.2	analysis.controls-fields	covered
xaml.category-rankings.datagridtextcolumn.best-axis	Category Rankings	DataGridTextColumn	Best Axis	editable-column-candidate	v50.4.2	analysis.controls-fields	covered
xaml.category-rankings.datagridtextcolumn.category	Category Rankings	DataGridTextColumn	Category	editable-column-candidate	v50.4.2	analysis.controls-fields	covered
xaml.category-rankings.datagridtextcolumn.category-score	Category Rankings	DataGridTextColumn	Category Score	editable-column-candidate	v50.4.2	analysis.controls-fields	covered
xaml.category-rankings.datagridtextcolumn.group	Category Rankings	DataGridTextColumn	Group	editable-column-candidate	v50.4.2	analysis.controls-fields	covered
xaml.category-rankings.datagridtextcolumn.manufacturer	Category Rankings	DataGridTextColumn	Manufacturer	editable-column-candidate	v50.4.2	analysis.controls-fields	covered
xaml.category-rankings.datagridtextcolumn.material	Category Rankings	DataGridTextColumn	Material	editable-column-candidate	v50.4.2	analysis.controls-fields	covered
xaml.category-rankings.datagridtextcolumn.overall	Category Rankings	DataGridTextColumn	Overall	editable-column-candidate	v50.4.2	analysis.controls-fields	covered
xaml.category-rankings.datagridtextcolumn.reinforcement	Category Rankings	DataGridTextColumn	Reinforcement	editable-column-candidate	v50.4.2	analysis.controls-fields	covered
xaml.category-rankings.datagridtextcolumn.status	Category Rankings	DataGridTextColumn	Status	editable-column-candidate	v50.4.2	analysis.controls-fields	covered
xaml.category-rankings.datagridtextcolumn.type	Category Rankings	DataGridTextColumn	Type	editable-column-candidate	v50.4.2	analysis.controls-fields	covered
xaml.experimental-testing.button.clearexperimentalfilters-click	Experimental Testing	Button	ClearExperimentalFilters_Click	action	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.button.experimentaladdrun	Experimental Testing	Button	ExperimentalAddRun	action	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.button.experimentaladdseries	Experimental Testing	Button	ExperimentalAddSeries	action	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.button.experimentaldeleterun	Experimental Testing	Button	ExperimentalDeleteRun	action	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.button.experimentaldeleteseries	Experimental Testing	Button	ExperimentalDeleteSeries	action	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.button.experimentalduplicaterun	Experimental Testing	Button	ExperimentalDuplicateRun	action	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.button.experimentalduplicateseries	Experimental Testing	Button	ExperimentalDuplicateSeries	action	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.checkbox.experimentalactiveonly	Experimental Testing	CheckBox	ExperimentalActiveOnly	choice	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.checkbox.experimentalincludeinactivehistory	Experimental Testing	CheckBox	ExperimentalIncludeInactiveHistory	choice	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.datagrid.experimentalrunsgrid	Experimental Testing	DataGrid	ExperimentalRunsGrid	grid-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.datagrid.experimentalseriesgrid	Experimental Testing	DataGrid	ExperimentalSeriesGrid	grid-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.datagridcheckboxcolumn.active	Experimental Testing	DataGridCheckBoxColumn	Active	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.datagridcheckboxcolumn.active-2	Experimental Testing	DataGridCheckBoxColumn	Active	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.datagridcheckboxcolumn.baseline	Experimental Testing	DataGridCheckBoxColumn	Baseline	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.datagridcheckboxcolumn.website	Experimental Testing	DataGridCheckBoxColumn	Website	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.datagridcomboboxcolumn.baseline-material	Experimental Testing	DataGridComboBoxColumn	Baseline Material	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.datagridcomboboxcolumn.experiment	Experimental Testing	DataGridComboBoxColumn	Experiment	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.datagridcomboboxcolumn.material	Experimental Testing	DataGridComboBoxColumn	Material	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.datagridcomboboxcolumn.status	Experimental Testing	DataGridComboBoxColumn	Status	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.datagridtextcolumn.default-unit	Experimental Testing	DataGridTextColumn	Default Unit	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.datagridtextcolumn.measured-date	Experimental Testing	DataGridTextColumn	Measured date	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.datagridtextcolumn.run-id	Experimental Testing	DataGridTextColumn	Run ID	read-only-column	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.datagridtextcolumn.run-notes	Experimental Testing	DataGridTextColumn	Run Notes	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.datagridtextcolumn.series-id	Experimental Testing	DataGridTextColumn	Series ID	read-only-column	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.datagridtextcolumn.series-notes	Experimental Testing	DataGridTextColumn	Series Notes	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.datagridtextcolumn.unit	Experimental Testing	DataGridTextColumn	Unit	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.datagridtextcolumn.updated-utc	Experimental Testing	DataGridTextColumn	Updated UTC	read-only-column	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.datagridtextcolumn.value	Experimental Testing	DataGridTextColumn	Value	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing.textbox.experimentalsearch	Experimental Testing	TextBox	ExperimentalSearch	input-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-impact.datagrid.experimentalimpactgrid	Experimental Testing > Impact	DataGrid	ExperimentalImpactGrid	grid-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-impact.datagridtextcolumn.1	Experimental Testing > Impact	DataGridTextColumn	% 1	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-impact.datagridtextcolumn.10	Experimental Testing > Impact	DataGridTextColumn	% 10	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-impact.datagridtextcolumn.2	Experimental Testing > Impact	DataGridTextColumn	% 2	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-impact.datagridtextcolumn.3	Experimental Testing > Impact	DataGridTextColumn	% 3	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-impact.datagridtextcolumn.4	Experimental Testing > Impact	DataGridTextColumn	% 4	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-impact.datagridtextcolumn.5	Experimental Testing > Impact	DataGridTextColumn	% 5	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-impact.datagridtextcolumn.6	Experimental Testing > Impact	DataGridTextColumn	% 6	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-impact.datagridtextcolumn.7	Experimental Testing > Impact	DataGridTextColumn	% 7	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-impact.datagridtextcolumn.8	Experimental Testing > Impact	DataGridTextColumn	% 8	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-impact.datagridtextcolumn.9	Experimental Testing > Impact	DataGridTextColumn	% 9	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-impact.datagridtextcolumn.average-kj-m	Experimental Testing > Impact	DataGridTextColumn	Average kJ/m²	read-only-column	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-impact.datagridtextcolumn.confidence	Experimental Testing > Impact	DataGridTextColumn	Confidence	read-only-column	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-impact.datagridtextcolumn.count	Experimental Testing > Impact	DataGridTextColumn	Count	read-only-column	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-impact.datagridtextcolumn.cv	Experimental Testing > Impact	DataGridTextColumn	CV %	read-only-column	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-impact.datagridtextcolumn.notes	Experimental Testing > Impact	DataGridTextColumn	Notes	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-impact.datagridtextcolumn.orientation	Experimental Testing > Impact	DataGridTextColumn	Orientation	read-only-column	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-impact.datagridtextcolumn.std-dev	Experimental Testing > Impact	DataGridTextColumn	Std Dev	read-only-column	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-results-table.datagrid.experimentalresultsgrid	Experimental Testing > Results > Table	DataGrid	ExperimentalResultsGrid	read-only-grid	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-results-table.datagridtextcolumn.baseline	Experimental Testing > Results > Table	DataGridTextColumn	Baseline	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-results-table.datagridtextcolumn.baseline-2	Experimental Testing > Results > Table	DataGridTextColumn	Δ Baseline	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-results-table.datagridtextcolumn.baseline-3	Experimental Testing > Results > Table	DataGridTextColumn	Δ Baseline	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-results-table.datagridtextcolumn.baseline-4	Experimental Testing > Results > Table	DataGridTextColumn	Δ Baseline	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-results-table.datagridtextcolumn.baseline-5	Experimental Testing > Results > Table	DataGridTextColumn	Δ Baseline	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-results-table.datagridtextcolumn.baseline-6	Experimental Testing > Results > Table	DataGridTextColumn	Δ Baseline	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-results-table.datagridtextcolumn.cv	Experimental Testing > Results > Table	DataGridTextColumn	CV	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
xaml.experimental-testing-results-table.datagridtextcolumn.cv-2	Experimental Testing > Results > Table	DataGridTextColumn	CV	editable-column-candidate	v50.4.2	experimental.controls-fields	covered
